CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13185,268,1,71.4,1,At-Risk Customers
13186,40,3,1575.89,2,Regular Customers
13187,337,1,236.02,1,At-Risk Customers
13188,11,1,114.60000000000001,1,At-Risk Customers
13189,19,2,260.68,2,Regular Customers
13192,95,2,911.94,2,Regular Customers
13193,61,1,112.08,1,At-Risk Customers
13194,136,1,60.7,1,At-Risk Customers
13196,11,4,1797.78,2,Regular Customers
13198,10,6,3401.2400000000002,0,High-Value Customers
13199,4,38,9817.12,0,High-Value Customers
13200,19,4,870.09,2,Regular Customers
13203,10,4,869.46,2,Regular Customers
13207,15,2,250.26000000000002,2,Regular Customers
13208,59,6,1217.65,2,Regular Customers
13209,30,8,5891.61,0,High-Value Customers
13210,94,1,353.48,1,At-Risk Customers
13211,10,3,1095.42,2,Regular Customers
13212,20,3,786.83,2,Regular Customers
13213,57,5,1520.58,2,Regular Customers
13216,268,1,333.74,1,At-Risk Customers
13217,122,3,533.98,1,At-Risk Customers
13218,127,1,62.63999999999999,1,At-Risk Customers
13220,78,4,819.2900000000001,2,Regular Customers
13221,240,2,847.41,1,At-Risk Customers
13223,200,2,163.20000000000002,1,At-Risk Customers
13224,60,2,2155.95,2,Regular Customers
13225,3,7,6463.84,0,High-Value Customers
13226,273,1,108.21000000000001,1,At-Risk Customers
13227,202,1,257.7,1,At-Risk Customers
13228,81,1,358.0,1,At-Risk Customers
13229,226,1,160.95,1,At-Risk Customers
13230,4,14,2755.63,0,High-Value Customers
13232,13,7,1328.35,0,High-Value Customers
13233,74,2,605.12,1,At-Risk Customers
13235,212,1,1031.07,1,At-Risk Customers
13236,25,2,744.85,2,Regular Customers
13238,17,4,700.73,2,Regular Customers
13239,262,1,329.56,1,At-Risk Customers
13240,96,4,663.65,2,Regular Customers
13242,112,3,270.40000000000003,1,At-Risk Customers
13243,203,1,585.12,1,At-Risk Customers
13244,93,1,121.74000000000001,1,At-Risk Customers
13245,51,1,430.5,1,At-Risk Customers
13246,18,6,1961.52,2,Regular Customers
13247,18,4,501.12,2,Regular Customers
13248,125,2,465.68,1,At-Risk Customers
13249,92,3,711.41,2,Regular Customers
13253,157,2,1030.4,1,At-Risk Customers
13255,9,2,399.51,2,Regular Customers
13258,12,3,672.83,2,Regular Customers
13259,62,1,283.18,1,At-Risk Customers
13260,61,1,557.62,1,At-Risk Customers
13261,269,2,944.1,1,At-Risk Customers
13262,263,1,200.29,1,At-Risk Customers
13263,1,35,7436.93,0,High-Value Customers
13265,53,5,2092.66,2,Regular Customers
13266,11,12,3834.2599999999998,0,High-Value Customers
13267,3,19,4521.49,0,High-Value Customers
13268,18,11,3174.75,0,High-Value Customers
13269,1,15,5343.28,0,High-Value Customers
13270,366,1,590.0,1,At-Risk Customers
13271,37,1,211.49,1,At-Risk Customers
13272,31,2,276.56,2,Regular Customers
13273,113,1,138.98,1,At-Risk Customers
13276,64,2,590.9300000000001,2,Regular Customers
13277,16,4,258.4,2,Regular Customers
13278,41,1,542.73,1,At-Risk Customers
13279,78,1,137.75,1,At-Risk Customers
13280,122,3,798.46,2,Regular Customers
13282,18,3,1132.14,2,Regular Customers
13283,60,2,93.66,1,At-Risk Customers
13284,331,1,201.19,1,At-Risk Customers
13285,23,4,2709.12,2,Regular Customers
13291,156,1,361.11,1,At-Risk Customers
13292,39,2,578.9399999999999,2,Regular Customers
13294,190,2,873.74,1,At-Risk Customers
13295,360,1,201.20000000000002,1,At-Risk Customers
13296,137,1,87.4,1,At-Risk Customers
13297,8,4,2089.85,2,Regular Customers
13298,1,1,360.0,2,Regular Customers
13299,268,1,142.5,1,At-Risk Customers
13300,169,1,371.89,1,At-Risk Customers
13301,104,4,618.09,2,Regular Customers
13302,155,1,63.75,1,At-Risk Customers
13304,351,1,300.42,1,At-Risk Customers
13305,4,10,2000.86,0,High-Value Customers
13307,120,1,15.0,1,At-Risk Customers
13308,23,3,1385.51,2,Regular Customers
13309,7,5,1456.79,2,Regular Customers
13310,28,3,1132.03,2,Regular Customers
13311,4,2,598.57,2,Regular Customers
13313,22,5,1555.32,2,Regular Customers
13314,2,3,775.94,2,Regular Customers
13316,37,4,5732.93,2,Regular Customers
13317,66,6,2273.68,2,Regular Customers
13318,1,3,640.76,2,Regular Customers
13319,5,26,10845.550000000001,0,High-Value Customers
13320,78,4,1532.2,2,Regular Customers
13321,72,2,567.36,1,At-Risk Customers
13322,17,1,199.48000000000002,1,At-Risk Customers
13323,3,5,787.85,2,Regular Customers
13324,36,10,7121.95,0,High-Value Customers
13325,82,1,675.3,1,At-Risk Customers
13327,39,8,3627.77,0,High-Value Customers
13328,316,1,1308.48,1,At-Risk Customers
13329,32,2,789.0,2,Regular Customers
13330,93,3,1140.93,2,Regular Customers
13332,14,1,350.9,2,Regular Customers
13334,82,3,3502.32,2,Regular Customers
13336,77,1,795.12,1,At-Risk Customers
13338,158,1,487.02,1,At-Risk Customers
13339,201,1,860.12,1,At-Risk Customers
13340,45,7,10736.48,0,High-Value Customers
13341,261,1,775.85,1,At-Risk Customers
13343,178,1,353.43,1,At-Risk Customers
13344,68,3,2511.69,2,Regular Customers
13345,288,1,389.5,1,At-Risk Customers
13347,70,1,341.36,1,At-Risk Customers
13348,64,1,233.76,1,At-Risk Customers
13349,11,1,247.32,2,Regular Customers
13350,16,2,979.12,2,Regular Customers
13351,66,1,373.94,1,At-Risk Customers
13352,60,1,397.97999999999996,1,At-Risk Customers
13354,71,1,743.53,1,At-Risk Customers
13355,122,1,674.7,1,At-Risk Customers
13356,80,1,768.24,1,At-Risk Customers
13357,257,1,609.4,1,At-Risk Customers
13358,269,1,439.03,1,At-Risk Customers
13359,64,1,439.56,1,At-Risk Customers
13362,9,4,3090.7400000000002,2,Regular Customers
13363,18,2,992.5,2,Regular Customers
13364,71,1,134.95999999999998,1,At-Risk Customers
13365,34,2,2225.37,2,Regular Customers
13366,50,1,56.160000000000004,1,At-Risk Customers
13368,257,2,623.4,1,At-Risk Customers
13369,366,1,308.28000000000003,1,At-Risk Customers
13370,372,1,754.87,1,At-Risk Customers
13372,90,1,378.64,1,At-Risk Customers
13373,61,3,3312.25,2,Regular Customers
13375,89,1,778.65,1,At-Risk Customers
13376,99,3,1019.76,2,Regular Customers
13379,26,3,572.56,2,Regular Customers
13381,32,6,3639.31,0,High-Value Customers
13382,281,1,222.99,1,At-Risk Customers
13384,31,7,4151.93,0,High-Value Customers
13385,330,1,534.57,1,At-Risk Customers
13388,131,2,677.1,1,At-Risk Customers
13389,11,3,797.96,2,Regular Customers
13390,75,1,544.08,1,At-Risk Customers
13391,204,1,59.8,1,At-Risk Customers
13394,2,8,2520.02,0,High-Value Customers
13395,185,1,307.72,1,At-Risk Customers
13396,29,2,1360.99,2,Regular Customers
13397,73,5,1544.13,2,Regular Customers
13398,192,1,457.34,1,At-Risk Customers
13402,127,2,621.23,1,At-Risk Customers
13403,18,1,75.0,1,At-Risk Customers
13404,1,2,252.49,2,Regular Customers
13405,74,3,572.451,2,Regular Customers
13408,2,62,28117.04,0,High-Value Customers
13410,24,5,1003.06,2,Regular Customers
13411,107,1,213.55,1,At-Risk Customers
13414,134,3,1390.5,2,Regular Customers
13416,44,2,712.5,2,Regular Customers
13417,5,2,640.83,2,Regular Customers
13418,12,18,6127.43,0,High-Value Customers
13419,64,1,221.06,1,At-Risk Customers
13420,150,2,159.85,1,At-Risk Customers
13421,40,2,1833.71,2,Regular Customers
13422,64,1,2626.3,2,Regular Customers
13425,108,3,1624.21,2,Regular Customers
13426,1,10,3641.32,0,High-Value Customers
13427,19,3,582.6,2,Regular Customers
13428,10,1,201.78,2,Regular Customers
13429,11,4,1006.8,2,Regular Customers
13430,19,2,679.45,2,Regular Customers
13431,67,2,1269.1,2,Regular Customers
13434,74,2,534.24,1,At-Risk Customers
13435,5,7,3809.8900000000003,0,High-Value Customers
13436,2,1,196.89,2,Regular Customers
13437,14,7,3408.06,0,High-Value Customers
13439,255,1,283.71,1,At-Risk Customers
13441,92,1,296.64,1,At-Risk Customers
13447,23,3,1129.14,2,Regular Customers
13448,17,6,3534.69,0,High-Value Customers
13449,24,1,291.88,1,At-Risk Customers
13450,27,6,2043.7199999999998,2,Regular Customers
13451,26,5,2898.2599999999998,2,Regular Customers
13452,259,2,590.0,1,At-Risk Customers
13453,166,2,356.97999999999996,1,At-Risk Customers
13455,25,2,1058.34,2,Regular Customers
13456,18,6,1766.72,2,Regular Customers
13458,7,14,9646.57,0,High-Value Customers
13460,29,2,183.44,1,At-Risk Customers
13461,39,3,1445.0,2,Regular Customers
13462,253,1,151.5,1,At-Risk Customers
13464,58,1,674.68,1,At-Risk Customers
13466,184,1,307.9,1,At-Risk Customers
13467,11,2,1071.91,2,Regular Customers
13468,2,37,5704.97,0,High-Value Customers
13470,99,2,165.0,1,At-Risk Customers
13471,1,4,2501.84,0,High-Value Customers
13473,61,2,422.64,1,At-Risk Customers
13474,236,1,226.84,1,At-Risk Customers
13475,191,4,1431.78,2,Regular Customers
13476,179,2,1238.47,1,At-Risk Customers
13477,38,6,1454.58,2,Regular Customers
13479,201,2,300.95,1,At-Risk Customers
13481,46,5,1804.56,2,Regular Customers
13482,232,1,184.64,1,At-Risk Customers
13483,66,1,140.34,1,At-Risk Customers
13484,241,1,313.8,1,At-Risk Customers
13485,233,1,454.24,1,At-Risk Customers
13486,78,3,1122.41,2,Regular Customers
13487,58,3,575.4,2,Regular Customers
13488,17,13,8968.31,0,High-Value Customers
13489,105,4,449.52,2,Regular Customers
13491,52,10,1215.82,2,Regular Customers
13492,136,3,1269.84,2,Regular Customers
13493,275,2,618.63,1,At-Risk Customers
13494,312,1,316.26000000000005,1,At-Risk Customers
13495,8,5,2044.8700000000001,0,High-Value Customers
13496,11,2,653.33,2,Regular Customers
13497,283,2,348.05,1,At-Risk Customers
13499,18,5,1159.11,2,Regular Customers
13500,23,3,1166.77,2,Regular Customers
13501,288,1,1340.32,1,At-Risk Customers
13502,17,3,292.0,2,Regular Customers
13503,71,1,216.85,1,At-Risk Customers
13504,64,1,295.93,1,At-Risk Customers
13505,73,4,4393.63,2,Regular Customers
13506,316,2,458.52,1,At-Risk Customers
13507,3,4,2479.16,0,High-Value Customers
13508,244,1,110.97,1,At-Risk Customers
13509,9,7,979.72,2,Regular Customers
13510,1,4,1791.56,0,High-Value Customers
13512,261,1,251.21,1,At-Risk Customers
13513,127,1,205.1,1,At-Risk Customers
13514,74,1,152.20000000000002,1,At-Risk Customers
13515,73,4,891.12,2,Regular Customers
13516,21,3,1389.41,2,Regular Customers
13517,60,3,2128.42,2,Regular Customers
13518,86,1,627.16,1,At-Risk Customers
13519,78,1,122.75,1,At-Risk Customers
13520,59,6,3624.35,2,Regular Customers
13521,1,3,1071.73,2,Regular Customers
13522,30,1,125.80000000000001,1,At-Risk Customers
13523,33,5,3964.88,2,Regular Customers
13524,41,5,680.1800000000001,2,Regular Customers
13525,15,2,628.78,2,Regular Customers
13527,34,7,2242.36,0,High-Value Customers
13529,79,2,307.76,1,At-Risk Customers
13531,205,2,483.8,1,At-Risk Customers
13532,34,1,210.31,1,At-Risk Customers
13533,183,3,269.09,1,At-Risk Customers
13534,2,25,5870.08,0,High-Value Customers
13536,1,7,3444.39,0,High-Value Customers
13538,43,7,1280.85,2,Regular Customers
13539,86,3,631.34,2,Regular Customers
13544,40,2,276.06,1,At-Risk Customers
13546,12,3,621.09,2,Regular Customers
13548,96,2,678.16,1,At-Risk Customers
13549,26,7,918.2,2,Regular Customers
13551,319,1,91.80000000000001,1,At-Risk Customers
13552,66,12,3740.07,0,High-Value Customers
13555,74,4,4098.88,2,Regular Customers
13557,28,2,584.06,2,Regular Customers
13558,6,4,594.52,2,Regular Customers
13560,7,1,171.42000000000002,2,Regular Customers
13561,216,1,141.85999999999999,1,At-Risk Customers
13562,82,3,1799.33,2,Regular Customers
13563,84,2,777.53,2,Regular Customers
13564,144,3,1724.67,2,Regular Customers
13565,19,2,240.22,2,Regular Customers
13566,41,2,856.84,2,Regular Customers
13568,173,1,187.05,1,At-Risk Customers
13569,17,2,338.62,2,Regular Customers
13570,243,1,239.49,1,At-Risk Customers
13571,13,12,2088.94,0,High-Value Customers
13572,206,1,1384.25,1,At-Risk Customers
13573,50,2,290.25,1,At-Risk Customers
13575,23,5,732.0699999999999,2,Regular Customers
13576,10,18,6717.34,0,High-Value Customers
13577,25,4,1687.6000000000001,2,Regular Customers
13579,15,2,467.04,2,Regular Customers
13581,309,1,118.0,1,At-Risk Customers
13583,156,1,781.03,1,At-Risk Customers
13584,307,1,142.4,1,At-Risk Customers
13587,64,1,712.4,1,At-Risk Customers
13588,16,9,2478.95,0,High-Value Customers
13589,15,2,379.65,2,Regular Customers
13590,11,6,1981.92,0,High-Value Customers
13591,65,3,1117.13,2,Regular Customers
13592,36,4,247.95999999999998,2,Regular Customers
13593,108,5,2011.88,2,Regular Customers
13594,53,1,396.97,1,At-Risk Customers
13596,6,2,664.11,2,Regular Customers
13598,47,1,160.04,1,At-Risk Customers
13599,1,21,5149.92,0,High-Value Customers
13600,312,1,219.52,1,At-Risk Customers
13601,45,2,693.32,2,Regular Customers
13602,65,1,428.89,1,At-Risk Customers
13603,26,1,164.34,1,At-Risk Customers
13606,29,3,276.75,2,Regular Customers
13607,40,1,675.51,2,Regular Customers
13610,12,7,1082.33,2,Regular Customers
13611,89,3,1154.4,2,Regular Customers
13614,24,4,1585.46,2,Regular Customers
13615,319,1,417.69,1,At-Risk Customers
13617,40,3,544.18,2,Regular Customers
13618,174,1,177.34,1,At-Risk Customers
13621,117,1,213.85,1,At-Risk Customers
13623,31,5,727.74,2,Regular Customers
13626,253,1,257.23,1,At-Risk Customers
13627,59,5,1638.47,2,Regular Customers
13629,23,11,7792.36,0,High-Value Customers
13630,5,7,2031.78,0,High-Value Customers
13631,100,11,3070.42,0,High-Value Customers
13632,25,5,2118.93,2,Regular Customers
13634,33,5,1547.3600000000001,2,Regular Customers
13635,68,1,1071.03,1,At-Risk Customers
13636,37,5,949.12,2,Regular Customers
13637,52,3,804.3,2,Regular Customers
13638,16,1,122.64,1,At-Risk Customers
13639,74,1,1033.34,1,At-Risk Customers
13642,216,1,312.28,1,At-Risk Customers
13643,31,3,519.44,2,Regular Customers
13644,16,4,2624.26,2,Regular Customers
13645,120,1,252.1,1,At-Risk Customers
13647,10,4,1648.1200000000001,2,Regular Customers
13649,257,2,346.6,1,At-Risk Customers
13650,17,6,1836.34,2,Regular Customers
13651,35,2,94.2,1,At-Risk Customers
13652,46,3,1095.08,2,Regular Customers
13654,43,6,2707.33,2,Regular Customers
13655,114,2,932.97,1,At-Risk Customers
13656,165,2,379.65,1,At-Risk Customers
13657,11,2,382.14,2,Regular Customers
13658,10,5,2639.17,0,High-Value Customers
13659,206,2,1563.0,1,At-Risk Customers
13662,86,3,881.26,2,Regular Customers
13663,179,1,189.47,1,At-Risk Customers
13666,60,3,84.65,1,At-Risk Customers
13667,149,1,299.05,1,At-Risk Customers
13668,3,21,6309.83,0,High-Value Customers
13669,51,2,218.55,1,At-Risk Customers
13670,75,1,349.7,1,At-Risk Customers
13672,301,2,186.39000000000001,1,At-Risk Customers
13673,19,2,387.44,2,Regular Customers
13675,151,2,486.82000000000005,1,At-Risk Customers
13678,152,1,232.6,1,At-Risk Customers
13680,1,4,3719.12,0,High-Value Customers
13681,18,4,827.83,2,Regular Customers
13682,187,1,59.5,1,At-Risk Customers
13684,286,1,65.13,1,At-Risk Customers
13685,3,7,3119.44,0,High-Value Customers
13686,183,1,72.0,1,At-Risk Customers
13689,63,1,910.0,1,At-Risk Customers
13690,59,1,172.25,1,At-Risk Customers
13692,25,3,1488.32,2,Regular Customers
13694,4,50,65039.62,0,High-Value Customers
13695,31,15,2504.13,0,High-Value Customers
13697,39,1,151.29999999999998,1,At-Risk Customers
13699,155,1,308.58000000000004,1,At-Risk Customers
13700,26,10,2248.63,0,High-Value Customers
13703,318,1,99.5,1,At-Risk Customers
13704,5,9,2308.06,0,High-Value Customers
13705,8,3,711.86,2,Regular Customers
13706,303,1,330.79,1,At-Risk Customers
13707,267,2,806.41,1,At-Risk Customers
13708,271,1,285.33,1,At-Risk Customers
13709,4,13,6307.650000000001,0,High-Value Customers
13710,32,1,180.48,1,At-Risk Customers
13711,219,2,252.06,1,At-Risk Customers
13712,247,1,228.84,1,At-Risk Customers
13715,281,5,1077.39,2,Regular Customers
13716,269,1,138.28,1,At-Risk Customers
13717,32,6,1445.01,2,Regular Customers
13718,246,2,306.55,1,At-Risk Customers
13719,15,5,1041.68,2,Regular Customers
13720,117,4,799.9,2,Regular Customers
13721,36,1,524.14,1,At-Risk Customers
13722,132,3,2375.41,2,Regular Customers
13723,217,1,199.85000000000002,1,At-Risk Customers
13725,50,8,1980.56,2,Regular Customers
13726,39,2,1079.6599999999999,2,Regular Customers
13727,29,2,333.48,2,Regular Customers
13728,37,6,1016.14,2,Regular Customers
13730,136,2,752.6,1,At-Risk Customers
13731,219,2,610.59,1,At-Risk Customers
13732,28,1,491.86,2,Regular Customers
13735,25,4,2883.54,2,Regular Customers
13736,5,2,729.8,2,Regular Customers
13737,200,1,339.59999999999997,1,At-Risk Customers
13739,18,1,216.9,1,At-Risk Customers
13740,241,1,350.75,1,At-Risk Customers
13741,72,3,668.4300000000001,2,Regular Customers
13742,17,12,3107.87,0,High-Value Customers
13743,3,7,1341.6,0,High-Value Customers
13744,95,2,1080.52,2,Regular Customers
13745,162,1,300.04,1,At-Risk Customers
13747,374,1,79.6,1,At-Risk Customers
13748,96,5,948.25,2,Regular Customers
13750,54,5,1647.26,2,Regular Customers
13751,288,1,296.25,1,At-Risk Customers
13752,124,6,1175.38,2,Regular Customers
13753,288,1,741.26,1,At-Risk Customers
13754,152,2,282.59999999999997,1,At-Risk Customers
13755,4,9,2108.06,0,High-Value Customers
13756,2,14,5189.52,0,High-Value Customers
13758,12,7,3190.55,0,High-Value Customers
13759,33,2,659.4100000000001,2,Regular Customers
13760,54,2,286.79,1,At-Risk Customers
13761,50,2,1070.65,2,Regular Customers
13762,219,1,306.72,1,At-Risk Customers
13763,63,1,1714.96,2,Regular Customers
13764,71,3,1519.42,2,Regular Customers
13767,2,37,17220.36,0,High-Value Customers
13769,2,10,2796.51,0,High-Value Customers
13771,64,4,2634.45,2,Regular Customers
13772,34,3,1122.63,2,Regular Customers
13774,82,1,345.0,1,At-Risk Customers
13777,1,33,25977.16,0,High-Value Customers
13778,103,1,178.7,1,At-Risk Customers
13780,7,2,360.01,2,Regular Customers
13781,251,1,127.84,1,At-Risk Customers
13782,13,6,908.86,2,Regular Customers
13784,10,11,2462.79,0,High-Value Customers
13786,367,1,230.39999999999998,1,At-Risk Customers
13787,76,2,309.04,1,At-Risk Customers
13790,4,1,348.8,2,Regular Customers
13791,128,2,1516.0,2,Regular Customers
13792,66,2,195.55,1,At-Risk Customers
13798,1,57,37153.85,0,High-Value Customers
13799,117,2,688.86,1,At-Risk Customers
13800,310,1,558.32,1,At-Risk Customers
13801,67,1,324.8,1,At-Risk Customers
13802,139,3,4599.42,2,Regular Customers
13803,255,1,277.07,1,At-Risk Customers
13804,31,7,2588.39,0,High-Value Customers
13805,52,2,924.6,2,Regular Customers
13806,64,1,256.38,1,At-Risk Customers
13807,367,1,112.6,1,At-Risk Customers
13808,6,5,1747.66,0,High-Value Customers
13809,305,1,155.05,1,At-Risk Customers
13810,29,3,1499.01,2,Regular Customers
13811,184,3,814.5,1,At-Risk Customers
13812,42,3,539.0,2,Regular Customers
13813,40,4,1366.8600000000001,2,Regular Customers
13814,92,2,1579.12,2,Regular Customers
13815,22,4,4027.36,2,Regular Customers
13816,24,2,571.6700000000001,2,Regular Customers
13817,29,2,382.98,2,Regular Customers
13819,302,3,1140.35,1,At-Risk Customers
13821,145,2,385.64,1,At-Risk Customers
13822,6,2,632.0,2,Regular Customers
13823,19,2,957.66,2,Regular Customers
13824,33,5,1698.94,2,Regular Customers
13826,176,1,189.5,1,At-Risk Customers
13827,58,3,409.8,2,Regular Customers
13828,22,1,209.49,1,At-Risk Customers
13831,16,6,2198.45,0,High-Value Customers
13832,19,1,52.199999999999996,1,At-Risk Customers
13833,159,1,383.85,1,At-Risk Customers
13835,25,4,834.57,2,Regular Customers
13837,212,2,266.59000000000003,1,At-Risk Customers
13838,6,4,674.82,2,Regular Customers
13841,253,1,85.0,1,At-Risk Customers
13842,59,9,3385.62,0,High-Value Customers
13844,11,1,361.62,2,Regular Customers
13845,65,1,312.98,1,At-Risk Customers
13846,25,3,865.0600000000001,2,Regular Customers
13848,92,3,1255.0,2,Regular Customers
13849,52,2,1537.95,2,Regular Customers
13850,129,1,1595.48,1,At-Risk Customers
13851,96,3,2651.46,2,Regular Customers
13853,57,1,1090.14,2,Regular Customers
13854,9,25,8109.5199999999995,0,High-Value Customers
13856,169,3,388.5,1,At-Risk Customers
13858,57,1,216.17,1,At-Risk Customers
13859,326,1,201.16,1,At-Risk Customers
13860,1,5,1245.9,0,High-Value Customers
13862,18,8,2209.36,0,High-Value Customers
13863,248,1,305.78,1,At-Risk Customers
13865,58,4,501.56,2,Regular Customers
13866,74,1,145.67000000000002,1,At-Risk Customers
13867,31,3,1005.09,2,Regular Customers
13868,7,2,3192.54,2,Regular Customers
13869,123,4,3083.65,2,Regular Customers
13870,2,8,2770.94,0,High-Value Customers
13871,23,13,6403.25,0,High-Value Customers
13873,120,3,389.6,1,At-Risk Customers
13874,358,1,540.45,1,At-Risk Customers
13875,54,5,1786.79,2,Regular Customers
13876,64,1,122.7,1,At-Risk Customers
13877,86,1,117.24,1,At-Risk Customers
13878,55,1,1271.57,2,Regular Customers
13880,21,13,3219.77,0,High-Value Customers
13881,4,20,17159.52,0,High-Value Customers
13882,3,5,1191.13,0,High-Value Customers
13883,11,5,2674.48,0,High-Value Customers
13884,7,5,787.6,2,Regular Customers
13885,189,2,506.8,1,At-Risk Customers
13886,71,1,243.56,1,At-Risk Customers
13887,204,1,349.55,1,At-Risk Customers
13888,120,2,595.67,1,At-Risk Customers
13889,93,1,416.90000000000003,1,At-Risk Customers
13890,1,10,1883.8100000000002,0,High-Value Customers
13892,27,4,632.97,2,Regular Customers
13893,298,1,821.1,1,At-Risk Customers
13894,24,3,564.62,2,Regular Customers
13895,28,4,2593.07,2,Regular Customers
13897,50,1,311.16,1,At-Risk Customers
13898,326,1,155.93,1,At-Risk Customers
13899,16,2,388.52,2,Regular Customers
13900,183,3,740.95,1,At-Risk Customers
13901,72,5,2867.2,2,Regular Customers
13904,37,2,332.64,2,Regular Customers
13908,80,4,2369.55,2,Regular Customers
13911,57,9,2580.91,0,High-Value Customers
13914,12,2,626.45,2,Regular Customers
13917,50,2,272.04,1,At-Risk Customers
13918,50,2,1212.8400000000001,2,Regular Customers
13919,59,2,384.81,1,At-Risk Customers
13922,352,1,172.25,1,At-Risk Customers
13923,54,1,351.13,1,At-Risk Customers
13924,2,6,1838.8500000000001,0,High-Value Customers
13925,93,4,678.25,2,Regular Customers
13926,23,1,223.85000000000002,1,At-Risk Customers
13927,75,1,348.99,1,At-Risk Customers
13928,11,4,464.57,2,Regular Customers
13929,169,2,842.65,1,At-Risk Customers
13930,58,2,337.34,1,At-Risk Customers
13931,96,2,1237.53,2,Regular Customers
13932,295,1,307.4,1,At-Risk Customers
13933,109,2,608.7900000000001,1,At-Risk Customers
13934,264,1,922.1,1,At-Risk Customers
13936,180,1,376.58,1,At-Risk Customers
13937,169,1,158.85,1,At-Risk Customers
13938,35,1,71.66,1,At-Risk Customers
13939,23,3,568.55,2,Regular Customers
13940,17,4,839.14,2,Regular Customers
13941,22,5,5112.96,0,High-Value Customers
13946,79,3,561.5699999999999,2,Regular Customers
13947,65,1,90.6,1,At-Risk Customers
13948,361,1,102.0,1,At-Risk Customers
13949,3,6,2427.32,0,High-Value Customers
13950,11,4,745.06,2,Regular Customers
13951,176,3,674.45,1,At-Risk Customers
13952,218,2,3251.071,2,Regular Customers
13953,7,7,3515.68,0,High-Value Customers
13954,2,2,439.92,2,Regular Customers
13955,154,2,322.96,1,At-Risk Customers
13956,5,5,1019.27,2,Regular Customers
13959,79,3,594.04,2,Regular Customers
13960,21,2,230.22,2,Regular Customers
13962,22,2,169.55,1,At-Risk Customers
13963,308,4,664.54,1,At-Risk Customers
13967,146,1,80.7,1,At-Risk Customers
13969,7,18,9024.17,0,High-Value Customers
13971,19,8,2758.26,0,High-Value Customers
13972,71,2,190.25,1,At-Risk Customers
13973,287,1,264.7,1,At-Risk Customers
13974,49,1,413.59000000000003,1,At-Risk Customers
13975,31,6,2461.2400000000002,2,Regular Customers
13976,207,1,357.98,1,At-Risk Customers
13978,15,2,196.79000000000002,2,Regular Customers
13979,73,1,869.87,1,At-Risk Customers
13980,60,1,200.14,1,At-Risk Customers
13982,39,4,1871.81,2,Regular Customers
13983,30,12,2603.43,0,High-Value Customers
13984,27,5,920.51,2,Regular Customers
13985,4,15,7060.13,0,High-Value Customers
13986,17,1,320.46,2,Regular Customers
13988,20,6,4147.96,0,High-Value Customers
13989,66,2,1266.08,2,Regular Customers
13990,213,1,311.3,1,At-Risk Customers
13991,12,6,852.88,2,Regular Customers
13992,30,1,76.8,1,At-Risk Customers
13993,43,9,3466.36,0,High-Value Customers
13994,4,6,2274.14,0,High-Value Customers
13995,15,5,1393.69,2,Regular Customers
13999,10,12,3901.81,0,High-Value Customers
14000,211,1,635.66,1,At-Risk Customers
14001,46,3,2043.0800000000002,2,Regular Customers
14002,134,2,529.73,1,At-Risk Customers
14004,43,7,4582.64,0,High-Value Customers
14005,10,5,2874.72,0,High-Value Customers
14006,116,3,962.19,2,Regular Customers
14009,198,2,695.61,1,At-Risk Customers
14012,278,1,328.8,1,At-Risk Customers
14013,110,3,473.02,1,At-Risk Customers
14014,77,1,505.18,1,At-Risk Customers
14015,53,1,917.34,2,Regular Customers
14016,162,4,4341.21,2,Regular Customers
14019,47,3,1421.61,2,Regular Customers
14020,17,2,642.8,2,Regular Customers
14021,155,3,631.9,1,At-Risk Customers
14022,225,1,440.0,1,At-Risk Customers
14023,7,2,584.07,2,Regular Customers
14024,122,2,327.7,1,At-Risk Customers
14027,61,1,104.82,1,At-Risk Customers
14029,63,2,467.66,1,At-Risk Customers
14030,18,8,2358.84,0,High-Value Customers
14031,7,19,17286.86,0,High-Value Customers
14032,2,11,2975.59,0,High-Value Customers
14034,22,3,648.89,2,Regular Customers
14035,29,5,1428.02,2,Regular Customers
14036,285,1,626.65,1,At-Risk Customers
14037,176,2,147.20000000000002,1,At-Risk Customers
14038,78,3,1560.38,2,Regular Customers
14039,33,1,152.2,1,At-Risk Customers
14040,41,12,3560.32,0,High-Value Customers
14041,266,1,141.41,1,At-Risk Customers
14044,27,4,646.42,2,Regular Customers
14045,109,4,1659.75,2,Regular Customers
14046,284,1,154.99,1,At-Risk Customers
14047,9,5,1308.6100000000001,2,Regular Customers
14048,305,1,409.93,1,At-Risk Customers
14049,17,4,5578.72,0,High-Value Customers
14050,32,2,746.36,2,Regular Customers
14051,1,23,15610.390000000001,0,High-Value Customers
14052,20,1,225.36,1,At-Risk Customers
14053,124,2,260.25,1,At-Risk Customers
14054,65,1,92.46,1,At-Risk Customers
14055,106,1,725.6400000000001,1,At-Risk Customers
14056,1,23,8152.71,0,High-Value Customers
14057,24,17,6211.66,0,High-Value Customers
14059,267,1,183.6,1,At-Risk Customers
14060,5,19,6140.42,0,High-Value Customers
14062,10,12,10464.85,0,High-Value Customers
14064,29,5,1334.34,2,Regular Customers
14066,267,1,152.55,1,At-Risk Customers
14067,64,2,374.7,1,At-Risk Customers
14068,320,1,265.85,1,At-Risk Customers
14071,4,8,1437.57,0,High-Value Customers
14073,32,1,151.04,1,At-Risk Customers
